category,full_category,salary_in_usd
Engineer,Data Engineer,115000
Engineer,Data Engineer,81500
Architect,Data Architect,280000
Scientist,Data Scientist,77405
Scientist,Data Scientist,250000
Scientist,Data Scientist,180000
Engineer,Data Engineer,100000
Engineer,Data Engineer,70000
Engineer,Data Engineer,100000
Engineer,Data Engineer,70000
Scientist,Data Scientist,240000
Scientist,Data Scientist,157000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,Data Analyst,140700
Analyst,Data Analyst,109600
Engineer,Machine Learning Data Engineer,278000
Engineer,Machine Learning Data Engineer,173000
Analyst,Data Analyst,110000
Analyst,Data Analyst,95000
Engineer,Data Engineer,305000
Engineer,Data Engineer,160000
Engineer,Data Engineer,175000
Engineer,Data Engineer,125000
Analyst,Data Analyst,155000
Analyst,Data Analyst,120000
Analyst,Data Analyst,85000
Analyst,Data Analyst,80000
Scientist,Data Scientist,24000
Engineer,Machine Learning Data Engineer,165400
Engineer,Machine Learning Data Engineer,127300
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Engineer,Business Intelligence Data Engineer,259000
Engineer,Business Intelligence Data Engineer,138750
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Engineer,Machine Learning Data Engineer,273400
Engineer,Machine Learning Data Engineer,182200
Scientist,Data Scientist,192000
Scientist,Data Scientist,178000
Scientist,Data Scientist,218000
Scientist,Data Scientist,85000
Others,Data Others,132000
Others,Data Others,71500
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,215050
Analyst,Data Analyst,113100
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Scientist,Data Scientist,218000
Scientist,Data Scientist,85000
Scientist,Data Scientist,130000
Scientist,Data Scientist,85000
Engineer,Data Engineer,250000
Engineer,Data Engineer,200000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,170000
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Scientist,Data Scientist,184000
Scientist,Data Scientist,123000
Analyst,Data Analyst,75000
Analyst,Data Analyst,65000
Architect,Data Architect,168400
Architect,Data Architect,90700
Engineer,Data Engineer,185900
Engineer,Data Engineer,129300
Scientist,Data Scientist,258000
Scientist,Data Scientist,190000
Analyst,Data Analyst,169000
Analyst,Data Analyst,110600
Analyst,Data Analyst,80000
Analyst,Data Analyst,70000
Analyst,Data Analyst,136505
Analyst,Data Analyst,100895
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,150000
Engineer,Business Intelligence Data Engineer,202800
Engineer,Business Intelligence Data Engineer,104300
Engineer,Data Engineer,275300
Engineer,Data Engineer,183500
Scientist,Data Scientist,168400
Scientist,Data Scientist,105200
Architect,Data Architect,240000
Architect,Data Architect,150000
Analyst,Data Analyst,130000
Analyst,Data Analyst,120000
Analyst,Data Analyst,93000
Scientist,Data Scientist,248100
Scientist,Data Scientist,145900
Analyst,Data Analyst,177000
Analyst,Data Analyst,118000
Analyst,Data Analyst,120350
Analyst,Data Analyst,74400
Engineer,Data Engineer,190000
Engineer,Data Engineer,120000
Engineer,Machine Learning Data Engineer,237400
Engineer,Machine Learning Data Engineer,132870
Architect,Data Architect,248100
Architect,Data Architect,145900
Scientist,Data Scientist,170000
Scientist,Data Scientist,125000
Engineer,Data Engineer,105000
Engineer,Data Engineer,90000
Engineer,Machine Learning Data Engineer,317070
Engineer,Machine Learning Data Engineer,170730
Engineer,Machine Learning Data Engineer,170000
Engineer,Machine Learning Data Engineer,125000
Engineer,Data Engineer,158700
Engineer,Data Engineer,123906
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Engineer,Data Engineer,166000
Engineer,Data Engineer,128000
Engineer,Data Engineer,81001
Engineer,Data Engineer,66961
Engineer,Data Engineer,333500
Engineer,Data Engineer,180500
Engineer,Machine Learning Data Engineer,242921
Engineer,Machine Learning Data Engineer,170045
Architect,Data Architect,248100
Architect,Data Architect,145900
Engineer,Data Engineer,91870
Engineer,Data Engineer,75946
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,Data Engineer,257400
Engineer,Data Engineer,210600
Others,Data Others,65000
Others,Data Others,50000
Engineer,Data Engineer,293000
Engineer,Data Engineer,180000
Scientist,Data Scientist,260000
Scientist,Data Scientist,192000
Scientist,Machine Learning Data Scientist,170000
Scientist,Machine Learning Data Scientist,125000
Analyst,Business Intelligence Data Analyst,99000
Analyst,Data Analyst,130000
Analyst,Data Analyst,100000
Engineer,Machine Learning Data Engineer,233000
Engineer,Machine Learning Data Engineer,166000
Engineer,Data Engineer,185100
Engineer,Data Engineer,127600
Analyst,Data Analyst,105000
Analyst,Data Analyst,80000
Analyst,Data Analyst,160000
Analyst,Data Analyst,55000
Engineer,Machine Learning Data Engineer,241000
Engineer,Machine Learning Data Engineer,163000
Scientist,Data Scientist,120000
Scientist,Data Scientist,90000
Scientist,Data Scientist,218000
Scientist,Data Scientist,118000
Scientist,Data Scientist,210000
Scientist,Data Scientist,168000
Engineer,Machine Learning Data Engineer,311000
Engineer,Machine Learning Data Engineer,162540
Analyst,Data Analyst,51447
Analyst,Data Analyst,42872
Scientist,Data Scientist,258750
Scientist,Data Scientist,185000
Scientist,Data Scientist,225000
Scientist,Data Scientist,145000
Engineer,Machine Learning Data Engineer,226600
Engineer,Machine Learning Data Engineer,140100
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Scientist,Data Scientist,190000
Scientist,Data Scientist,165000
Scientist,Data Scientist,175000
Scientist,Data Scientist,160000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,Data Engineer,153600
Engineer,Data Engineer,106800
Developer,Business Intelligence Data Developer,140000
Developer,Business Intelligence Data Developer,76500
Developer,Data Developer,182850
Developer,Data Developer,113000
Engineer,Data Engineer,150000
Engineer,Data Engineer,120000
Analyst,Data Analyst,105000
Analyst,Data Analyst,95000
Architect,Data Architect,306000
Architect,Data Architect,204000
Scientist,Data Scientist,160000
Scientist,Data Scientist,135000
Architect,Data Architect,104119
Architect,Data Architect,91870
Analyst,Data Analyst,126000
Analyst,Data Analyst,86400
Engineer,Data Engineer,232760
Engineer,Data Engineer,169280
Analyst,Data Analyst,136000
Analyst,Data Analyst,104000
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Scientist,Data Scientist,168000
Scientist,Data Scientist,130000
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Scientist,Data Scientist,240350
Scientist,Data Scientist,174800
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,Data Engineer,154000
Engineer,Data Engineer,116000
Scientist,Data Scientist,168000
Scientist,Data Scientist,130000
Analyst,Data Analyst,153600
Analyst,Data Analyst,107500
Analyst,Data Analyst,94100
Analyst,Data Analyst,72400
Engineer,Machine Learning Data Engineer,178000
Engineer,Machine Learning Data Engineer,152000
Scientist,Data Scientist,192000
Scientist,Data Scientist,164000
Scientist,Data Scientist,233200
Scientist,Data Scientist,140000
Engineer,Data Engineer,194000
Engineer,Data Engineer,161000
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,Data Engineer,210000
Engineer,Data Engineer,160000
Analyst,Data Analyst,153600
Analyst,Data Analyst,107500
Engineer,Data Engineer,185900
Engineer,Data Engineer,129300
Scientist,Data Scientist,145000
Scientist,Data Scientist,120000
Analyst,Data Analyst,206000
Analyst,Data Analyst,130000
Analyst,Data Analyst,153600
Analyst,Data Analyst,107500
Engineer,Data Engineer,146100
Engineer,Data Engineer,112400
Engineer,Data Engineer,241000
Engineer,Data Engineer,155000
Engineer,Data Engineer,194500
Engineer,Data Engineer,115500
Others,Data Others,110000
Others,Data Others,70000
Engineer,Machine Learning Data Engineer,199000
Engineer,Machine Learning Data Engineer,145000
Scientist,Data Scientist,200000
Scientist,Data Scientist,170000
Scientist,Data Scientist,150120
Scientist,Data Scientist,120096
Engineer,Machine Learning Data Engineer,253000
Engineer,Machine Learning Data Engineer,168000
Scientist,Data Scientist,200000
Scientist,Data Scientist,170000
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Analyst,Data Analyst,178600
Analyst,Data Analyst,142880
Analyst,Data Analyst,255000
Analyst,Data Analyst,169000
Scientist,Data Scientist,155000
Scientist,Data Scientist,100000
Engineer,Data Engineer,151410
Engineer,Data Engineer,144200
Scientist,Data Scientist,151410
Scientist,Data Scientist,115360
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,193170
Analyst,Data Analyst,116480
Scientist,Data Scientist,250000
Scientist,Data Scientist,125000
Engineer,Data Engineer,146000
Engineer,Data Engineer,94000
Scientist,Data Scientist,244987
Scientist,Data Scientist,202114
Others,Data Others,134742
Others,Data Others,110244
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Others,Data Others,329500
Others,Data Others,269600
Architect,Data Architect,250500
Architect,Data Architect,159500
Analyst,Data Analyst,115000
Analyst,Data Analyst,105000
Architect,Data Architect,250000
Architect,Data Architect,170000
Architect,Data Architect,198800
Architect,Data Architect,105200
Analyst,Data Analyst,94035
Analyst,Data Analyst,57920
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Analyst,Data Analyst,113600
Analyst,Data Analyst,60000
Engineer,Data Engineer,150000
Engineer,Data Engineer,130000
Scientist,Data Scientist,256000
Scientist,Data Scientist,160000
Engineer,Data Engineer,180000
Engineer,Data Engineer,165000
Analyst,Data Analyst,116000
Analyst,Data Analyst,78000
Engineer,Data Engineer,245000
Engineer,Data Engineer,210000
Analyst,Data Analyst,115934
Analyst,Data Analyst,81666
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Architect,Data Architect,220000
Architect,Data Architect,150000
Scientist,Data Scientist,192000
Scientist,Data Scientist,164000
Analyst,Business Data Analyst,36000
Engineer,Data Engineer,32861
Architect,Data Architect,205640
Architect,Data Architect,142600
Engineer,Data Engineer,193200
Engineer,Data Engineer,156400
Engineer,Machine Learning Data Engineer,196000
Engineer,Machine Learning Data Engineer,121000
Engineer,Data Engineer,72000
Engineer,Data Engineer,48000
Engineer,Data Engineer,165000
Engineer,Data Engineer,132300
Scientist,Data Scientist,244000
Scientist,Data Scientist,197000
Analyst,Data Analyst,328000
Analyst,Data Analyst,211000
Scientist,Data Scientist,237000
Scientist,Data Scientist,201450
Engineer,Machine Learning Data Engineer,229000
Engineer,Machine Learning Data Engineer,206000
Scientist,Data Scientist,231000
Scientist,Data Scientist,134000
Engineer,Machine Learning Data Engineer,183750
Engineer,Machine Learning Data Engineer,165400
Engineer,Data Engineer,175000
Engineer,Data Engineer,125000
Analyst,Data Analyst,152900
Analyst,Data Analyst,117700
Scientist,Data Scientist,285800
Scientist,Data Scientist,154600
Engineer,Data Engineer,289120
Engineer,Data Engineer,192400
Analyst,Data Analyst,179998
Scientist,Machine Learning Data Scientist,48683
Scientist,Data Scientist,35000
Engineer,Data Engineer,230000
Engineer,Data Engineer,166000
Architect,Cloud Data Architect,258000
Scientist,Data Scientist,225000
Scientist,Data Scientist,156400
Engineer,Data Engineer,190000
Engineer,Data Engineer,150000
Scientist,Data Scientist,196000
Scientist,Data Scientist,121000
Scientist,Data Scientist,219000
Scientist,Data Scientist,141000
Engineer,Data Engineer,230000
Engineer,Data Engineer,206000
Scientist,Data Scientist,192000
Scientist,Data Scientist,164000
Engineer,Machine Learning Data Engineer,300000
Engineer,Machine Learning Data Engineer,260000
Analyst,Data Analyst,147000
Analyst,Data Analyst,92000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,140000
Analyst,Data Analyst,110000
Analyst,Data Analyst,70000
Engineer,Data Engineer,284310
Engineer,Data Engineer,153090
Engineer,Machine Learning Data Engineer,261500
Engineer,Machine Learning Data Engineer,134500
Analyst,Data Analyst,83200
Engineer,Data Engineer,204500
Engineer,Data Engineer,142200
Analyst,Data Analyst,145000
Analyst,Data Analyst,106000
Scientist,Data Scientist,190000
Scientist,Data Scientist,160000
Analyst,Data Analyst,275300
Analyst,Data Analyst,183500
Engineer,Data Engineer,146992
Engineer,Data Engineer,122493
Developer,Data Developer,182850
Developer,Data Developer,113000
Engineer,Business Intelligence Data Engineer,202800
Engineer,Business Intelligence Data Engineer,104300
Engineer,Data Engineer,215000
Engineer,Data Engineer,175000
Scientist,Data Scientist,228856
Scientist,Data Scientist,144540
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Scientist,Data Scientist,140000
Scientist,Data Scientist,115000
Engineer,Data Engineer,136600
Engineer,Data Engineer,109280
Engineer,Machine Learning Data Engineer,221000
Engineer,Machine Learning Data Engineer,185000
Analyst,Data Analyst,84000
Analyst,Data Analyst,60000
Analyst,Data Analyst,73496
Analyst,Data Analyst,61246
Analyst,Business Intelligence Data Analyst,70000
Developer,Machine Learning Data Developer,60000
Engineer,Data Engineer,281000
Engineer,Data Engineer,196000
Engineer,Data Engineer,146000
Engineer,Data Engineer,94000
Others,Data Others,69500
Others,Data Others,46400
Engineer,Data Engineer,185000
Engineer,Data Engineer,150000
Engineer,Data Engineer,145000
Engineer,Data Engineer,115000
Engineer,Data Engineer,254000
Engineer,Data Engineer,200000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Scientist,Data Scientist,281000
Scientist,Data Scientist,181000
Architect,Data Architect,285000
Architect,Data Architect,210000
Analyst,Data Analyst,69525
Analyst,Data Analyst,61800
Scientist,Data Scientist,192000
Scientist,Data Scientist,164000
Engineer,Machine Learning Data Engineer,178000
Engineer,Machine Learning Data Engineer,152000
Developer,Business Intelligence Data Developer,160000
Scientist,Data Scientist,40000
Analyst,Data Analyst,125000
Analyst,Data Analyst,95000
Analyst,Data Analyst,130000
Analyst,Data Analyst,110000
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Engineer,Data Engineer,225000
Engineer,Data Engineer,168000
Scientist,Data Scientist,140000
Scientist,Data Scientist,105000
Scientist,Data Scientist,130001
Scientist,Data Scientist,71907
Analyst,Data Analyst,144000
Analyst,Data Analyst,80000
Architect,Data Architect,205000
Architect,Data Architect,150000
Analyst,Data Analyst,189400
Analyst,Data Analyst,131685
Others,Data Others,204500
Others,Data Others,142200
Scientist,Data Scientist,150000
Scientist,Data Scientist,130000
Engineer,Data Engineer,120000
Engineer,Data Engineer,120000
Analyst,Data Analyst,172000
Analyst,Data Analyst,110000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Analyst,Data Analyst,110000
Analyst,Data Analyst,90000
Analyst,Business Intelligence Data Analyst,60000
Scientist,Data Scientist,77696
Scientist,Data Scientist,55410
Analyst,Data Analyst,57000
Others,Data Others,120000
Others,Data Others,168400
Others,Data Others,90700
Analyst,Data Analyst,150000
Analyst,Data Analyst,95000
Engineer,Data Engineer,161000
Engineer,Data Engineer,85000
Engineer,Data Engineer,240000
Engineer,Data Engineer,157250
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Scientist,Data Scientist,277500
Scientist,Data Scientist,206000
Engineer,Machine Learning Data Engineer,165000
Engineer,Machine Learning Data Engineer,150000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Scientist,Data Scientist,236500
Scientist,Data Scientist,176000
Analyst,Data Analyst,155000
Analyst,Data Analyst,120000
Scientist,Data Scientist,172800
Scientist,Data Scientist,110000
Scientist,Data Scientist,260000
Scientist,Data Scientist,136000
Engineer,Data Engineer,171250
Engineer,Data Engineer,113750
Engineer,Data Engineer,41809
Analyst,Data Analyst,60000
Engineer,Cloud Data Engineer,100000
Analyst,Business Data Analyst,324006
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Engineer,Data Engineer,146000
Engineer,Data Engineer,75000
Architect,Data Architect,150000
Architect,Data Architect,100000
Analyst,Data Analyst,62000
Analyst,Data Analyst,55000
Analyst,Data Analyst,155000
Analyst,Data Analyst,140000
Scientist,Data Scientist,36000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Others,Data Others,110000
Others,Data Others,70000
Engineer,Machine Learning Data Engineer,230000
Engineer,Machine Learning Data Engineer,140100
Engineer,Machine Learning Data Engineer,297300
Engineer,Machine Learning Data Engineer,198200
Engineer,Data Engineer,204000
Engineer,Data Engineer,161500
Analyst,Data Analyst,144000
Analyst,Data Analyst,77000
Others,Data Others,87500
Others,Data Others,62500
Analyst,Data Analyst,160000
Analyst,Data Analyst,135000
Engineer,Machine Learning Data Engineer,216000
Engineer,Machine Learning Data Engineer,184000
Others,Data Others,110244
Others,Data Others,55122
Engineer,Data Engineer,253000
Engineer,Data Engineer,156400
Engineer,Data Engineer,265000
Engineer,Data Engineer,200000
Engineer,Data Engineer,217000
Engineer,Data Engineer,185000
Scientist,Data Scientist,177300
Scientist,Data Scientist,136300
Analyst,Data Analyst,83000
Analyst,Data Analyst,72000
Analyst,Data Analyst,208450
Analyst,Data Analyst,170550
Engineer,Data Engineer,72000
Engineer,Data Engineer,60000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,130000
Scientist,Data Scientist,190000
Scientist,Data Scientist,165000
Engineer,Data Engineer,165000
Engineer,Data Engineer,145000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Scientist,Data Scientist,336400
Scientist,Data Scientist,201900
Scientist,Data Scientist,189750
Scientist,Data Scientist,131100
Analyst,Data Analyst,270000
Analyst,Data Analyst,95000
Engineer,Data Engineer,170000
Engineer,Data Engineer,120000
Engineer,Data Engineer,117300
Engineer,Data Engineer,69000
Engineer,Data Engineer,182000
Engineer,Data Engineer,144000
Scientist,Data Scientist,244000
Scientist,Data Scientist,200000
Analyst,Data Analyst,120000
Analyst,Data Analyst,100000
Engineer,Data Engineer,260000
Engineer,Data Engineer,175000
Engineer,Data Engineer,190000
Engineer,Data Engineer,150000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Engineer,Machine Learning Data Engineer,250000
Engineer,Machine Learning Data Engineer,100000
Engineer,Machine Learning Data Engineer,225000
Engineer,Machine Learning Data Engineer,175000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,210000
Scientist,Data Scientist,160000
Scientist,Data Scientist,236500
Scientist,Data Scientist,176000
Scientist,Data Scientist,105000
Scientist,Data Scientist,102500
Engineer,Data Engineer,370000
Engineer,Data Engineer,200000
Engineer,Data Engineer,260000
Engineer,Data Engineer,225000
Architect,Data Architect,370000
Architect,Data Architect,200000
Engineer,Data Engineer,186600
Engineer,Data Engineer,116500
Engineer,Data Engineer,80000
Engineer,Data Engineer,60000
Analyst,Data Analyst,299500
Analyst,Data Analyst,245100
Scientist,Machine Learning Data Scientist,222000
Scientist,Machine Learning Data Scientist,138000
Analyst,Data Analyst,207300
Analyst,Data Analyst,149200
Scientist,Machine Learning Data Scientist,292000
Scientist,Machine Learning Data Scientist,164500
Scientist,Machine Learning Data Scientist,292200
Scientist,Machine Learning Data Scientist,164500
Engineer,Data Engineer,163800
Engineer,Data Engineer,126000
Scientist,Data Scientist,160000
Scientist,Data Scientist,120000
Analyst,Data Analyst,140000
Analyst,Data Analyst,120000
Scientist,Data Scientist,120000
Engineer,Data Engineer,280000
Engineer,Data Engineer,210000
Scientist,Data Scientist,170000
Scientist,Data Scientist,150000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,170000
Scientist,Data Scientist,225000
Scientist,Data Scientist,175000
Scientist,Data Scientist,189750
Scientist,Data Scientist,131100
Analyst,Data Analyst,123400
Analyst,Data Analyst,82200
Engineer,Data Engineer,48997
Engineer,Data Engineer,42872
Engineer,Machine Learning Data Engineer,225000
Analyst,Data Analyst,50000
Engineer,Data Engineer,161800
Engineer,Data Engineer,121400
Architect,Data Architect,285000
Architect,Data Architect,193900
Analyst,Data Analyst,240000
Analyst,Data Analyst,196000
Scientist,Data Scientist,214000
Scientist,Data Scientist,164000
Scientist,Data Scientist,170000
Scientist,Data Scientist,155000
Analyst,Data Analyst,125000
Analyst,Data Analyst,98000
Engineer,Machine Learning Data Engineer,199000
Engineer,Machine Learning Data Engineer,145000
Engineer,Machine Learning Data Engineer,260000
Engineer,Machine Learning Data Engineer,200000
Engineer,Data Engineer,105066
Engineer,Data Engineer,110244
Engineer,Data Engineer,85745
Scientist,Data Scientist,185900
Scientist,Data Scientist,129300
Engineer,Data Engineer,200000
Engineer,Data Engineer,145000
Engineer,Data Engineer,175000
Engineer,Data Engineer,120000
Engineer,Data Engineer,145000
Engineer,Data Engineer,120000
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,289800
Analyst,Data Analyst,214000
Analyst,Data Analyst,142000
Analyst,Data Analyst,87500
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,165000
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Scientist,Data Scientist,280830
Scientist,Data Scientist,173175
Scientist,Data Scientist,195000
Scientist,Data Scientist,160000
Scientist,Data Scientist,275300
Scientist,Data Scientist,183500
Scientist,Data Scientist,175000
Scientist,Data Scientist,145000
Analyst,Data Analyst,105000
Analyst,Data Analyst,85000
Scientist,Data Scientist,175000
Scientist,Data Scientist,160000
Developer,Business Intelligence Data Developer,91870
Developer,Business Intelligence Data Developer,48997
Engineer,Machine Learning Data Engineer,34963
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Engineer,Data Engineer,75061
Engineer,Data Engineer,64801
Engineer,Data Engineer,174350
Engineer,Data Engineer,126800
Engineer,Data Engineer,71497
Engineer,Data Engineer,61561
Engineer,Data Engineer,245000
Engineer,Data Engineer,140000
Analyst,Data Analyst,231250
Analyst,Data Analyst,138750
Engineer,Machine Learning Data Engineer,155000
Engineer,Machine Learning Data Engineer,125000
Engineer,Data Engineer,242000
Engineer,Data Engineer,195000
Architect,Data Architect,155000
Architect,Data Architect,125000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Engineer,Machine Learning Data Engineer,160000
Engineer,Machine Learning Data Engineer,140000
Others,Data Others,110000
Others,Data Others,70000
Scientist,Data Scientist,183924
Scientist,Data Scientist,125760
Analyst,Data Analyst,150000
Analyst,Data Analyst,105000
Analyst,Data Analyst,428727
Analyst,Data Analyst,61246
Scientist,Data Scientist,86401
Engineer,Machine Learning Data Engineer,30000
Engineer,Machine Learning Data Engineer,25500
Scientist,Data Scientist,175000
Scientist,Data Scientist,120000
Scientist,Data Scientist,222200
Scientist,Data Scientist,136000
Scientist,Data Scientist,219000
Scientist,Data Scientist,141000
Scientist,Data Scientist,147100
Scientist,Data Scientist,90700
Analyst,Data Analyst,130000
Analyst,Data Analyst,100000
Scientist,Data Scientist,213660
Scientist,Data Scientist,130760
Others,Data Others,147100
Others,Data Others,90700
Scientist,Data Scientist,170000
Scientist,Data Scientist,150000
Analyst,Data Analyst,150000
Analyst,Data Analyst,110000
Engineer,Data Engineer,275000
Engineer,Data Engineer,174000
Analyst,Data Analyst,230000
Analyst,Data Analyst,143200
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,130000
Others,Data Others,90000
Others,Data Others,72000
Engineer,Data Engineer,253200
Engineer,Data Engineer,90700
Engineer,Data Engineer,342810
Engineer,Data Engineer,184590
Engineer,Data Engineer,162500
Engineer,Data Engineer,130000
Analyst,Data Analyst,105380
Analyst,Data Analyst,64500
Analyst,Data Analyst,30000
Engineer,Machine Learning Data Engineer,20984
Scientist,Data Scientist,204620
Scientist,Data Scientist,110680
Engineer,Data Engineer,270703
Engineer,Data Engineer,221484
Scientist,Data Scientist,212750
Scientist,Data Scientist,185000
Scientist,Data Scientist,262000
Scientist,Data Scientist,245000
Scientist,Data Scientist,275300
Scientist,Data Scientist,183500
Scientist,Data Scientist,218500
Scientist,Data Scientist,199098
Engineer,Data Engineer,203300
Engineer,Data Engineer,123600
Engineer,Data Engineer,189110
Engineer,Data Engineer,139000
Scientist,Data Scientist,258750
Scientist,Data Scientist,185000
Engineer,Data Engineer,231500
Engineer,Data Engineer,166000
Scientist,Data Scientist,172500
Scientist,Data Scientist,110500
Engineer,Data Engineer,238000
Engineer,Data Engineer,176000
Engineer,Data Engineer,237000
Engineer,Data Engineer,201450
Scientist,Data Scientist,309400
Scientist,Data Scientist,159100
Engineer,Data Engineer,115000
Engineer,Data Engineer,81500
Scientist,Data Scientist,237000
Scientist,Data Scientist,201450
Engineer,Data Engineer,280000
Engineer,Data Engineer,210000
Architect,Data Architect,280100
Architect,Data Architect,168100
Engineer,Data Engineer,193500
Engineer,Data Engineer,139000
Scientist,Data Scientist,65041
Engineer,Machine Learning Data Engineer,150000
Engineer,Machine Learning Data Engineer,70201
Engineer,Machine Learning Data Engineer,97201
Engineer,Business Intelligence Data Engineer,185900
Engineer,Business Intelligence Data Engineer,129300
Engineer,Data Engineer,225000
Engineer,Data Engineer,175000
Engineer,Data Engineer,185000
Engineer,Data Engineer,140000
Scientist,Data Scientist,48600
Scientist,Data Scientist,38880
Scientist,Data Scientist,105000
Scientist,Data Scientist,70000
Engineer,Machine Learning Data Engineer,163196
Engineer,Machine Learning Data Engineer,145885
Engineer,Data Engineer,217000
Engineer,Data Engineer,185000
Analyst,Data Analyst,202800
Analyst,Data Analyst,104300
Analyst,Data Analyst,145000
Analyst,Data Analyst,65000
Engineer,Data Engineer,165000
Engineer,Data Engineer,132300
Engineer,Data Engineer,179170
Engineer,Data Engineer,94300
Analyst,Data Analyst,152500
Analyst,Data Analyst,116450
Engineer,Data Engineer,247300
Engineer,Data Engineer,133800
Engineer,Data Engineer,203000
Engineer,Data Engineer,133000
Architect,Data Architect,220000
Engineer,Machine Learning Data Engineer,56536
Scientist,Data Scientist,150000
Scientist,Data Scientist,120000
Analyst,Data Analyst,289800
Analyst,Data Analyst,214000
Analyst,Data Analyst,179820
Analyst,Data Analyst,143860
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Analyst,Data Analyst,289800
Analyst,Data Analyst,214200
Engineer,Data Engineer,185900
Engineer,Data Engineer,129300
Engineer,Data Engineer,252000
Engineer,Data Engineer,129000
Analyst,Data Analyst,155000
Analyst,Data Analyst,140000
Engineer,Data Engineer,161800
Engineer,Data Engineer,141600
Engineer,Machine Learning Data Engineer,342300
Engineer,Machine Learning Data Engineer,176100
Engineer,Data Engineer,100000
Engineer,Data Engineer,70000
Engineer,Data Engineer,85000
Engineer,Data Engineer,65000
Scientist,Data Scientist,138784
Scientist,Data Scientist,83270
Analyst,Data Analyst,75000
Analyst,Data Analyst,70000
Analyst,Data Analyst,204500
Analyst,Data Analyst,138900
Engineer,Machine Learning Data Engineer,318300
Engineer,Machine Learning Data Engineer,212200
Engineer,Data Engineer,95000
Engineer,Data Engineer,75000
Scientist,Data Scientist,195000
Scientist,Data Scientist,160000
Analyst,Data Analyst,230000
Analyst,Data Analyst,143200
Engineer,Data Engineer,100000
Engineer,Data Engineer,70000
