category,full_category,salary_in_usd
Scientist,General Data Scientist,20000
Engineer,Machine Learning Data Engineer,210000
Engineer,Machine Learning Data Engineer,190000
Analyst,General Data Analyst,95000
Analyst,General Data Analyst,70000
Scientist,General Data Scientist,195000
Scientist,General Data Scientist,119000
Scientist,General Data Scientist,216000
Scientist,General Data Scientist,184000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,160000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,70000
Engineer,Business Intelligence Data Engineer,185000
Engineer,Business Intelligence Data Engineer,79600
Analyst,General Data Analyst,73496
Analyst,General Data Analyst,61246
Engineer,General Data Engineer,266450
Engineer,General Data Engineer,177700
Scientist,General Data Scientist,245000
Scientist,General Data Scientist,185000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Others,Others,55720
Others,Others,50700
Engineer,General Data Engineer,370000
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,196000
Engineer,General Data Engineer,121000
Engineer,Business Intelligence Data Engineer,202800
Engineer,Business Intelligence Data Engineer,104300
Architect,General Data Architect,135000
Architect,General Data Architect,115000
Engineer,Machine Learning Data Engineer,302000
Engineer,Machine Learning Data Engineer,189000
Analyst,General Data Analyst,65000
Analyst,General Data Analyst,55000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,170000
Engineer,Business Intelligence Data Engineer,185000
Engineer,Business Intelligence Data Engineer,79600
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,75000
Analyst,Business Intelligence Data Analyst,150000
Analyst,Business Intelligence Data Analyst,93000
Engineer,General Data Engineer,46177
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,General Data Scientist,204500
Scientist,General Data Scientist,126400
Engineer,Machine Learning Data Engineer,216000
Engineer,Machine Learning Data Engineer,184000
Analyst,General Data Analyst,139600
Analyst,General Data Analyst,85700
Scientist,General Data Scientist,100000
Scientist,General Data Scientist,128750
Scientist,General Data Scientist,79350
Analyst,General Data Analyst,73496
Analyst,General Data Analyst,67371
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Analyst,General Data Analyst,174000
Analyst,General Data Analyst,134000
Engineer,General Data Engineer,155000
Engineer,General Data Engineer,125000
Engineer,Business Intelligence Data Engineer,185000
Engineer,Business Intelligence Data Engineer,79600
Engineer,General Data Engineer,194400
Engineer,General Data Engineer,132192
Engineer,Machine Learning Data Engineer,273400
Engineer,Machine Learning Data Engineer,182200
Analyst,General Data Analyst,165000
Analyst,General Data Analyst,142500
Scientist,General Data Scientist,213654
Scientist,General Data Scientist,142436
Engineer,General Data Engineer,124230
Engineer,General Data Engineer,68637
Engineer,General Data Engineer,204000
Engineer,General Data Engineer,161500
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Architect,General Data Architect,200000
Architect,General Data Architect,100000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,148750
Engineer,Machine Learning Data Engineer,226600
Engineer,Machine Learning Data Engineer,140100
Scientist,General Data Scientist,135000
Scientist,General Data Scientist,95000
Engineer,Machine Learning Data Engineer,287700
Engineer,Machine Learning Data Engineer,148000
Scientist,General Data Scientist,227240
Scientist,General Data Scientist,197600
Scientist,General Data Scientist,161000
Scientist,General Data Scientist,140000
Engineer,Machine Learning Data Engineer,221000
Engineer,Machine Learning Data Engineer,185000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,178500
Engineer,Machine Learning Data Engineer,180000
Engineer,Machine Learning Data Engineer,150000
Analyst,General Data Analyst,146100
Analyst,General Data Analyst,112400
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,140000
Architect,General Data Architect,85745
Architect,General Data Architect,79620
Engineer,Machine Learning Data Engineer,331640
Engineer,Machine Learning Data Engineer,267720
Engineer,General Data Engineer,285000
Engineer,General Data Engineer,205000
Engineer,General Data Engineer,90000
Analyst,General Data Analyst,120350
Analyst,General Data Analyst,74400
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,94000
Engineer,Machine Learning Data Engineer,237400
Engineer,Machine Learning Data Engineer,158200
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,Machine Learning Data Engineer,192000
Engineer,Machine Learning Data Engineer,164000
Engineer,Business Intelligence Data Engineer,150000
Engineer,Business Intelligence Data Engineer,141000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,309400
Scientist,General Data Scientist,159100
Analyst,General Data Analyst,267000
Analyst,General Data Analyst,205000
Architect,General Data Architect,147100
Architect,General Data Architect,90700
Analyst,General Data Analyst,115000
Analyst,General Data Analyst,72000
Analyst,General Data Analyst,169000
Analyst,General Data Analyst,110600
Analyst,General Data Analyst,67371
Analyst,General Data Analyst,67371
Engineer,Business Intelligence Data Engineer,185000
Engineer,Business Intelligence Data Engineer,79600
Engineer,General Data Engineer,165000
Engineer,General Data Engineer,141000
Engineer,Cloud Data Engineer,176390
Scientist,General Data Scientist,240000
Scientist,General Data Scientist,142000
Engineer,Machine Learning Data Engineer,180000
Engineer,Machine Learning Data Engineer,105000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,60000
Engineer,Machine Learning Data Engineer,268000
Engineer,Machine Learning Data Engineer,180000
Analyst,General Data Analyst,144628
Analyst,General Data Analyst,115702
Analyst,General Data Analyst,144000
Analyst,General Data Analyst,132000
Analyst,General Data Analyst,106400
Analyst,General Data Analyst,81800
Analyst,General Data Analyst,134200
Analyst,General Data Analyst,103200
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,93500
Engineer,General Data Engineer,208200
Engineer,General Data Engineer,151200
Engineer,Machine Learning Data Engineer,240000
Engineer,Machine Learning Data Engineer,180000
Scientist,General Data Scientist,270000
Scientist,General Data Scientist,220000
Engineer,General Data Engineer,194500
Engineer,General Data Engineer,115500
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Analyst,General Data Analyst,140000
Analyst,General Data Analyst,100000
Engineer,Machine Learning Data Engineer,193600
Engineer,Machine Learning Data Engineer,119700
Engineer,Machine Learning Data Engineer,225000
Engineer,Machine Learning Data Engineer,199000
Analyst,General Data Analyst,50000
Analyst,General Data Analyst,40000
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,95000
Analyst,General Data Analyst,97994
Analyst,General Data Analyst,55122
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Analyst,General Data Analyst,398104
Scientist,General Data Scientist,101594
Engineer,General Data Engineer,41040
Engineer,Machine Learning Data Engineer,155000
Engineer,Machine Learning Data Engineer,100000
Analyst,General Data Analyst,85000
Analyst,General Data Analyst,65000
Architect,General Data Architect,280100
Architect,General Data Architect,168100
Scientist,Machine Learning Data Scientist,200000
Scientist,Machine Learning Data Scientist,120000
Engineer,Business Intelligence Data Engineer,185000
Engineer,Business Intelligence Data Engineer,79600
Engineer,General Data Engineer,149040
Engineer,General Data Engineer,113900
Engineer,Machine Learning Data Engineer,240000
Engineer,Machine Learning Data Engineer,180000
Scientist,Machine Learning Data Scientist,165000
Scientist,Machine Learning Data Scientist,145000
Scientist,Machine Learning Data Scientist,165000
Scientist,Machine Learning Data Scientist,145000
Architect,General Data Architect,274450
Architect,General Data Architect,199600
Engineer,General Data Engineer,83500
Engineer,General Data Engineer,52500
Developer,Business Intelligence Data Developer,140000
Developer,Business Intelligence Data Developer,76500
Scientist,General Data Scientist,48600
Scientist,General Data Scientist,38880
Architect,General Data Architect,306000
Architect,General Data Architect,204000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Analyst,General Data Analyst,136000
Analyst,General Data Analyst,104000
Engineer,General Data Engineer,115000
Engineer,General Data Engineer,81500
Architect,General Data Architect,280000
Scientist,General Data Scientist,77405
Scientist,General Data Scientist,250000
Scientist,General Data Scientist,180000
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,70000
Engineer,General Data Engineer,100000
Engineer,General Data Engineer,70000
Scientist,General Data Scientist,240000
Scientist,General Data Scientist,157000
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Engineer,Machine Learning Data Engineer,204500
Engineer,Machine Learning Data Engineer,142200
Analyst,General Data Analyst,140700
Analyst,General Data Analyst,109600
Engineer,Machine Learning Data Engineer,278000
Engineer,Machine Learning Data Engineer,173000
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,95000
Engineer,General Data Engineer,305000
Engineer,General Data Engineer,160000
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,125000
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,85000
Analyst,General Data Analyst,80000
Scientist,General Data Scientist,24000
Engineer,Machine Learning Data Engineer,165400
Engineer,Machine Learning Data Engineer,127300
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Engineer,Business Intelligence Data Engineer,259000
Engineer,Business Intelligence Data Engineer,138750
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Engineer,Machine Learning Data Engineer,273400
Engineer,Machine Learning Data Engineer,182200
Scientist,General Data Scientist,192000
Scientist,General Data Scientist,178000
Scientist,General Data Scientist,218000
Scientist,General Data Scientist,85000
Others,Others,132000
Others,Others,71500
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Analyst,General Data Analyst,215050
Analyst,General Data Analyst,113100
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,218000
Scientist,General Data Scientist,85000
Scientist,General Data Scientist,130000
Scientist,General Data Scientist,85000
Engineer,General Data Engineer,250000
Engineer,General Data Engineer,200000
Engineer,Machine Learning Data Engineer,220000
Engineer,Machine Learning Data Engineer,170000
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,115000
Scientist,General Data Scientist,184000
Scientist,General Data Scientist,123000
Analyst,General Data Analyst,75000
Analyst,General Data Analyst,65000
Architect,General Data Architect,168400
Architect,General Data Architect,90700
Engineer,General Data Engineer,185900
Engineer,General Data Engineer,129300
Scientist,General Data Scientist,258000
Scientist,General Data Scientist,190000
Analyst,General Data Analyst,169000
Analyst,General Data Analyst,110600
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,70000
Analyst,General Data Analyst,136505
Analyst,General Data Analyst,100895
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,150000
Engineer,Business Intelligence Data Engineer,202800
Engineer,Business Intelligence Data Engineer,104300
Engineer,General Data Engineer,275300
Engineer,General Data Engineer,183500
Scientist,General Data Scientist,168400
Scientist,General Data Scientist,105200
Architect,General Data Architect,240000
Architect,General Data Architect,150000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,93000
Scientist,General Data Scientist,248100
Scientist,General Data Scientist,145900
Analyst,General Data Analyst,177000
Analyst,General Data Analyst,118000
Analyst,General Data Analyst,120350
Analyst,General Data Analyst,74400
Engineer,General Data Engineer,190000
Engineer,General Data Engineer,120000
Engineer,Machine Learning Data Engineer,237400
Engineer,Machine Learning Data Engineer,132870
Architect,General Data Architect,248100
Architect,General Data Architect,145900
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,125000
Engineer,General Data Engineer,105000
Engineer,General Data Engineer,90000
Engineer,Machine Learning Data Engineer,317070
Engineer,Machine Learning Data Engineer,170730
Engineer,Machine Learning Data Engineer,170000
Engineer,Machine Learning Data Engineer,125000
Engineer,General Data Engineer,158700
Engineer,General Data Engineer,123906
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Engineer,General Data Engineer,166000
Engineer,General Data Engineer,128000
Engineer,General Data Engineer,81001
Engineer,General Data Engineer,66961
Engineer,General Data Engineer,333500
Engineer,General Data Engineer,180500
Engineer,Machine Learning Data Engineer,242921
Engineer,Machine Learning Data Engineer,170045
Architect,General Data Architect,248100
Architect,General Data Architect,145900
Engineer,General Data Engineer,91870
Engineer,General Data Engineer,75946
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,General Data Engineer,257400
Engineer,General Data Engineer,210600
Others,Others,65000
Others,Others,50000
Engineer,General Data Engineer,293000
Engineer,General Data Engineer,180000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,192000
Scientist,Machine Learning Data Scientist,170000
Scientist,Machine Learning Data Scientist,125000
Analyst,Business Intelligence Data Analyst,99000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,100000
Engineer,Machine Learning Data Engineer,233000
Engineer,Machine Learning Data Engineer,166000
Engineer,General Data Engineer,185100
Engineer,General Data Engineer,127600
Analyst,General Data Analyst,105000
Analyst,General Data Analyst,80000
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,55000
Engineer,Machine Learning Data Engineer,241000
Engineer,Machine Learning Data Engineer,163000
Scientist,General Data Scientist,120000
Scientist,General Data Scientist,90000
Scientist,General Data Scientist,218000
Scientist,General Data Scientist,118000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,168000
Engineer,Machine Learning Data Engineer,311000
Engineer,Machine Learning Data Engineer,162540
Analyst,General Data Analyst,51447
Analyst,General Data Analyst,42872
Scientist,General Data Scientist,258750
Scientist,General Data Scientist,185000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,145000
Engineer,Machine Learning Data Engineer,226600
Engineer,Machine Learning Data Engineer,140100
Scientist,General Data Scientist,48600
Scientist,General Data Scientist,38880
Scientist,General Data Scientist,190000
Scientist,General Data Scientist,165000
Scientist,General Data Scientist,175000
Scientist,General Data Scientist,160000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,General Data Engineer,153600
Engineer,General Data Engineer,106800
Developer,Business Intelligence Data Developer,140000
Developer,Business Intelligence Data Developer,76500
Developer,General Data Developer,182850
Developer,General Data Developer,113000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,120000
Analyst,General Data Analyst,105000
Analyst,General Data Analyst,95000
Architect,General Data Architect,306000
Architect,General Data Architect,204000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,135000
Architect,General Data Architect,104119
Architect,General Data Architect,91870
Analyst,General Data Analyst,126000
Analyst,General Data Analyst,86400
Engineer,General Data Engineer,232760
Engineer,General Data Engineer,169280
Analyst,General Data Analyst,136000
Analyst,General Data Analyst,104000
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Scientist,General Data Scientist,168000
Scientist,General Data Scientist,130000
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Engineer,General Data Engineer,162500
Engineer,General Data Engineer,130000
Scientist,General Data Scientist,240350
Scientist,General Data Scientist,174800
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Engineer,General Data Engineer,154000
Engineer,General Data Engineer,116000
Scientist,General Data Scientist,168000
Scientist,General Data Scientist,130000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,107500
Analyst,General Data Analyst,94100
Analyst,General Data Analyst,72400
Engineer,Machine Learning Data Engineer,178000
Engineer,Machine Learning Data Engineer,152000
Scientist,General Data Scientist,192000
Scientist,General Data Scientist,164000
Scientist,General Data Scientist,233200
Scientist,General Data Scientist,140000
Engineer,General Data Engineer,194000
Engineer,General Data Engineer,161000
Engineer,Business Intelligence Data Engineer,225000
Engineer,Business Intelligence Data Engineer,156400
Engineer,General Data Engineer,210000
Engineer,General Data Engineer,160000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,107500
Engineer,General Data Engineer,185900
Engineer,General Data Engineer,129300
Scientist,General Data Scientist,145000
Scientist,General Data Scientist,120000
Analyst,General Data Analyst,206000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,153600
Analyst,General Data Analyst,107500
Engineer,General Data Engineer,146100
Engineer,General Data Engineer,112400
Engineer,General Data Engineer,241000
Engineer,General Data Engineer,155000
Engineer,General Data Engineer,194500
Engineer,General Data Engineer,115500
Others,Others,110000
Others,Others,70000
Engineer,Machine Learning Data Engineer,199000
Engineer,Machine Learning Data Engineer,145000
Scientist,General Data Scientist,200000
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,150120
Scientist,General Data Scientist,120096
Engineer,Machine Learning Data Engineer,253000
Engineer,Machine Learning Data Engineer,168000
Scientist,General Data Scientist,200000
Scientist,General Data Scientist,170000
Scientist,General Data Scientist,185900
Scientist,General Data Scientist,129300
Analyst,General Data Analyst,178600
Analyst,General Data Analyst,142880
Analyst,General Data Analyst,255000
Analyst,General Data Analyst,169000
Scientist,General Data Scientist,155000
Scientist,General Data Scientist,100000
Engineer,General Data Engineer,151410
Engineer,General Data Engineer,144200
Scientist,General Data Scientist,151410
Scientist,General Data Scientist,115360
Engineer,General Data Engineer,252000
Engineer,General Data Engineer,129000
Analyst,General Data Analyst,193170
Analyst,General Data Analyst,116480
Scientist,General Data Scientist,250000
Scientist,General Data Scientist,125000
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,94000
Scientist,General Data Scientist,244987
Scientist,General Data Scientist,202114
Others,Others,134742
Others,Others,110244
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Others,Others,329500
Others,Others,269600
Architect,General Data Architect,250500
Architect,General Data Architect,159500
Analyst,General Data Analyst,115000
Analyst,General Data Analyst,105000
Architect,General Data Architect,250000
Architect,General Data Architect,170000
Architect,General Data Architect,198800
Architect,General Data Architect,105200
Analyst,General Data Analyst,94035
Analyst,General Data Analyst,57920
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Analyst,General Data Analyst,113600
Analyst,General Data Analyst,60000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,130000
Scientist,General Data Scientist,256000
Scientist,General Data Scientist,160000
Engineer,General Data Engineer,180000
Engineer,General Data Engineer,165000
Analyst,General Data Analyst,116000
Analyst,General Data Analyst,78000
Engineer,General Data Engineer,245000
Engineer,General Data Engineer,210000
Analyst,General Data Analyst,115934
Analyst,General Data Analyst,81666
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Architect,General Data Architect,220000
Architect,General Data Architect,150000
Scientist,General Data Scientist,192000
Scientist,General Data Scientist,164000
Analyst,Business Data Analyst,36000
Engineer,General Data Engineer,32861
Architect,General Data Architect,205640
Architect,General Data Architect,142600
Engineer,General Data Engineer,193200
Engineer,General Data Engineer,156400
Engineer,Machine Learning Data Engineer,196000
Engineer,Machine Learning Data Engineer,121000
Engineer,General Data Engineer,72000
Engineer,General Data Engineer,48000
Engineer,General Data Engineer,165000
Engineer,General Data Engineer,132300
Scientist,General Data Scientist,244000
Scientist,General Data Scientist,197000
Analyst,General Data Analyst,328000
Analyst,General Data Analyst,211000
Scientist,General Data Scientist,237000
Scientist,General Data Scientist,201450
Engineer,Machine Learning Data Engineer,229000
Engineer,Machine Learning Data Engineer,206000
Scientist,General Data Scientist,231000
Scientist,General Data Scientist,134000
Engineer,Machine Learning Data Engineer,183750
Engineer,Machine Learning Data Engineer,165400
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,125000
Analyst,General Data Analyst,152900
Analyst,General Data Analyst,117700
Scientist,General Data Scientist,285800
Scientist,General Data Scientist,154600
Engineer,General Data Engineer,289120
Engineer,General Data Engineer,192400
Analyst,General Data Analyst,179998
Scientist,Machine Learning Data Scientist,48683
Scientist,General Data Scientist,35000
Engineer,General Data Engineer,230000
Engineer,General Data Engineer,166000
Architect,Cloud Data Architect,258000
Scientist,General Data Scientist,225000
Scientist,General Data Scientist,156400
Engineer,General Data Engineer,190000
Engineer,General Data Engineer,150000
Scientist,General Data Scientist,196000
Scientist,General Data Scientist,121000
Scientist,General Data Scientist,219000
Scientist,General Data Scientist,141000
Engineer,General Data Engineer,230000
Engineer,General Data Engineer,206000
Scientist,General Data Scientist,192000
Scientist,General Data Scientist,164000
Engineer,Machine Learning Data Engineer,300000
Engineer,Machine Learning Data Engineer,260000
Analyst,General Data Analyst,147000
Analyst,General Data Analyst,92000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,140000
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,70000
Engineer,General Data Engineer,284310
Engineer,General Data Engineer,153090
Engineer,Machine Learning Data Engineer,261500
Engineer,Machine Learning Data Engineer,134500
Analyst,General Data Analyst,83200
Engineer,General Data Engineer,204500
Engineer,General Data Engineer,142200
Analyst,General Data Analyst,145000
Analyst,General Data Analyst,106000
Scientist,General Data Scientist,190000
Scientist,General Data Scientist,160000
Analyst,General Data Analyst,275300
Analyst,General Data Analyst,183500
Engineer,General Data Engineer,146992
Engineer,General Data Engineer,122493
Developer,General Data Developer,182850
Developer,General Data Developer,113000
Engineer,Business Intelligence Data Engineer,202800
Engineer,Business Intelligence Data Engineer,104300
Engineer,General Data Engineer,215000
Engineer,General Data Engineer,175000
Scientist,General Data Scientist,228856
Scientist,General Data Scientist,144540
Engineer,General Data Engineer,162500
Engineer,General Data Engineer,130000
Scientist,General Data Scientist,140000
Scientist,General Data Scientist,115000
Engineer,General Data Engineer,136600
Engineer,General Data Engineer,109280
Engineer,Machine Learning Data Engineer,221000
Engineer,Machine Learning Data Engineer,185000
Analyst,General Data Analyst,84000
Analyst,General Data Analyst,60000
Analyst,General Data Analyst,73496
Analyst,General Data Analyst,61246
Analyst,Business Intelligence Data Analyst,70000
Engineer,General Data Engineer,281000
Engineer,General Data Engineer,196000
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,94000
Others,Others,69500
Others,Others,46400
Engineer,General Data Engineer,185000
Engineer,General Data Engineer,150000
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,115000
Engineer,General Data Engineer,254000
Engineer,General Data Engineer,200000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,281000
Scientist,General Data Scientist,181000
Architect,General Data Architect,285000
Architect,General Data Architect,210000
Analyst,General Data Analyst,69525
Analyst,General Data Analyst,61800
Scientist,General Data Scientist,192000
Scientist,General Data Scientist,164000
Engineer,Machine Learning Data Engineer,178000
Engineer,Machine Learning Data Engineer,152000
Developer,Business Intelligence Data Developer,160000
Scientist,General Data Scientist,40000
Analyst,General Data Analyst,125000
Analyst,General Data Analyst,95000
Analyst,General Data Analyst,130000
Analyst,General Data Analyst,110000
Scientist,General Data Scientist,48600
Scientist,General Data Scientist,38880
Engineer,General Data Engineer,145000
Engineer,General Data Engineer,120000
Engineer,Machine Learning Data Engineer,283200
Engineer,Machine Learning Data Engineer,188800
Engineer,General Data Engineer,225000
Engineer,General Data Engineer,168000
Scientist,General Data Scientist,140000
Scientist,General Data Scientist,105000
Scientist,General Data Scientist,130001
Scientist,General Data Scientist,71907
Analyst,General Data Analyst,144000
Analyst,General Data Analyst,80000
Architect,General Data Architect,205000
Architect,General Data Architect,150000
Analyst,General Data Analyst,189400
Analyst,General Data Analyst,131685
Others,Others,204500
Others,Others,142200
Scientist,General Data Scientist,150000
Scientist,General Data Scientist,130000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,120000
Analyst,General Data Analyst,172000
Analyst,General Data Analyst,110000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Analyst,General Data Analyst,110000
Analyst,General Data Analyst,90000
Analyst,Business Intelligence Data Analyst,60000
Scientist,General Data Scientist,77696
Analyst,General Data Analyst,57000
Others,Others,120000
Others,Others,168400
Others,Others,90700
Analyst,General Data Analyst,150000
Analyst,General Data Analyst,95000
Engineer,General Data Engineer,161000
Engineer,General Data Engineer,85000
Engineer,General Data Engineer,240000
Engineer,General Data Engineer,157250
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,277500
Scientist,General Data Scientist,206000
Engineer,Machine Learning Data Engineer,165000
Engineer,Machine Learning Data Engineer,150000
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,236500
Scientist,General Data Scientist,176000
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,120000
Scientist,General Data Scientist,172800
Scientist,General Data Scientist,110000
Scientist,General Data Scientist,260000
Scientist,General Data Scientist,136000
Engineer,General Data Engineer,171250
Engineer,General Data Engineer,113750
Engineer,Cloud Data Engineer,100000
Analyst,Business Data Analyst,324006
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,75000
Engineer,General Data Engineer,146000
Engineer,General Data Engineer,75000
Architect,General Data Architect,150000
Architect,General Data Architect,100000
Analyst,General Data Analyst,62000
Analyst,General Data Analyst,55000
Analyst,General Data Analyst,155000
Analyst,General Data Analyst,140000
Scientist,General Data Scientist,36000
Engineer,Machine Learning Data Engineer,247500
Engineer,Machine Learning Data Engineer,172200
Others,Others,110000
Others,Others,70000
Engineer,Machine Learning Data Engineer,230000
Engineer,Machine Learning Data Engineer,140100
Engineer,Machine Learning Data Engineer,297300
Engineer,Machine Learning Data Engineer,198200
Engineer,General Data Engineer,204000
Engineer,General Data Engineer,161500
Analyst,General Data Analyst,144000
Analyst,General Data Analyst,77000
Others,Others,87500
Others,Others,62500
Analyst,General Data Analyst,160000
Analyst,General Data Analyst,135000
Engineer,Machine Learning Data Engineer,216000
Engineer,Machine Learning Data Engineer,184000
Others,Others,110244
Others,Others,55122
Engineer,General Data Engineer,253000
Engineer,General Data Engineer,156400
Engineer,General Data Engineer,265000
Engineer,General Data Engineer,200000
Engineer,General Data Engineer,217000
Engineer,General Data Engineer,185000
Scientist,General Data Scientist,177300
Scientist,General Data Scientist,136300
Analyst,General Data Analyst,83000
Analyst,General Data Analyst,72000
Analyst,General Data Analyst,208450
Analyst,General Data Analyst,170550
Engineer,General Data Engineer,72000
Engineer,General Data Engineer,60000
Engineer,Machine Learning Data Engineer,200000
Engineer,Machine Learning Data Engineer,130000
Scientist,General Data Scientist,190000
Scientist,General Data Scientist,165000
Engineer,General Data Engineer,165000
Engineer,General Data Engineer,145000
Scientist,General Data Scientist,222200
Scientist,General Data Scientist,136000
Scientist,General Data Scientist,336400
Scientist,General Data Scientist,201900
Scientist,General Data Scientist,189750
Scientist,General Data Scientist,131100
Analyst,General Data Analyst,270000
Analyst,General Data Analyst,95000
Engineer,General Data Engineer,170000
Engineer,General Data Engineer,120000
Engineer,General Data Engineer,117300
Engineer,General Data Engineer,69000
Engineer,General Data Engineer,182000
Engineer,General Data Engineer,144000
Scientist,General Data Scientist,244000
Scientist,General Data Scientist,200000
Analyst,General Data Analyst,120000
Analyst,General Data Analyst,100000
Engineer,General Data Engineer,260000
Engineer,General Data Engineer,175000
Engineer,General Data Engineer,190000
Engineer,General Data Engineer,150000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Engineer,Machine Learning Data Engineer,250000
Engineer,Machine Learning Data Engineer,100000
Engineer,Machine Learning Data Engineer,225000
Engineer,Machine Learning Data Engineer,175000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,210000
Scientist,General Data Scientist,160000
Scientist,General Data Scientist,236500
Scientist,General Data Scientist,176000
Scientist,General Data Scientist,105000
Scientist,General Data Scientist,102500
Engineer,General Data Engineer,370000
